ID,Limite_Credito,Sexo,Educacion,Estado_Civil,Edad,Pago_Mes_Actual,Pago_Mes_2,Pago_Mes_3,Factura_Mes_1,Factura_Mes_2,Factura_Mes_3,Pago_Realizado_Mes_1,Pago_Realizado_Mes_2,Pago_Realizado_Mes_3,Incumplimiento
356,180000,1,2,1,45,-1,0,0,27679,28422,29650,1481,2000,1100,1
357,240000,2,2,2,26,0,0,0,141315,128940,124226,6349,5834,3870,0
358,380000,1,2,2,34,0,0,0,194314,179206,193992,9010,35000,5000,0
359,110000,2,4,2,24,0,0,0,83755,77431,79044,3000,2900,2900,0
360,260000,1,1,1,34,-1,-1,-1,49657,291,51058,291,51058,35696,0
361,500000,2,2,2,23,4,3,2,507726,509229,499936,10000,0,14000,1
362,320000,2,2,2,30,0,0,0,71305,71151,72029,2589,2568,2570,0
363,50000,1,2,2,32,4,3,2,45734,44741,43562,0,0,1262,0
364,110000,1,1,1,40,1,-2,-1,0,0,2066,0,2066,0,1
365,230000,2,1,2,35,-2,-2,-2,761,300,399,300,399,665,0
366,330000,2,2,1,56,1,-1,-1,-9,1520,1488,1529,1507,0,0
367,50000,2,2,1,61,0,0,0,47166,49396,50476,3000,2237,975,0
368,10000,1,2,2,24,-1,2,2,2887,1923,2989,0,1500,0,0
369,300000,1,1,1,40,1,-2,-2,0,0,0,0,0,0,0
370,20000,2,2,1,32,3,2,0,20631,20010,19703,0,1168,384,1
371,180000,1,2,1,36,2,2,-2,83538,0,0,0,0,0,1
372,160000,1,1,2,30,-1,-1,-1,99,2977,15086,2977,15086,9123,0
373,90000,2,1,2,34,0,0,0,34302,35089,43449,1640,9000,0,0
374,30000,1,3,3,54,0,0,0,22987,22298,22352,2500,2000,1500,0
375,180000,1,1,1,46,0,0,0,173267,174590,175233,8100,5299,3305,0
376,30000,1,3,1,58,0,0,0,19143,20168,21229,1640,1700,915,0
377,30000,1,2,1,43,1,2,0,20518,19901,20905,0,1342,946,0
378,140000,2,1,2,28,-1,0,0,10833,14446,7609,14000,3855,4991,0
379,210000,1,1,2,30,0,0,0,69937,71906,43308,3500,3000,2000,0
380,50000,1,2,2,31,0,0,0,20526,15129,15093,2000,3000,327,1
381,130000,2,2,2,29,0,0,0,89055,90780,70947,4200,2575,2600,0
382,50000,2,2,1,37,2,2,2,1894,3200,3381,1500,400,200,1
383,140000,1,3,1,36,0,0,0,100594,78372,91502,3000,30000,4000,0
384,170000,2,2,2,28,-1,0,0,2948,3848,5646,1105,1903,0,1
385,80000,1,2,2,25,0,0,0,22619,31429,27923,10010,1209,579,0
386,410000,2,5,1,42,0,0,0,338106,342904,344464,15000,14000,9000,0
387,80000,2,1,2,29,1,-1,-1,0,80000,0,80000,0,0,0
388,80000,1,3,1,73,-1,0,0,63144,65631,68875,3500,4330,3500,1
389,150000,1,2,1,43,0,0,0,153249,154049,156523,7900,6500,5700,0
390,260000,1,1,1,30,-1,-1,-1,1131,291,582,291,582,0,1
391,350000,1,1,1,38,1,-2,-2,0,0,0,0,0,0,0
392,280000,2,2,1,39,1,-1,0,-1312,35918,37297,38621,2000,1130,1
393,310000,1,2,1,44,0,0,0,103797,91989,87720,4400,4013,3011,0
394,140000,2,2,2,29,0,0,0,20110,17102,18862,3000,3000,3000,0
395,360000,1,1,1,51,-1,-1,-1,38000,25000,0,25000,0,0,0
396,140000,2,1,2,27,0,0,0,142428,144105,143952,10000,10000,6000,0
397,100000,1,1,2,38,0,0,0,40810,42653,42351,2502,1200,860,0
398,50000,2,2,2,22,-2,-2,-2,0,0,0,0,0,848,0
399,210000,2,2,1,30,0,0,0,104701,106134,108423,4002,5000,3500,0
400,120000,2,2,2,25,2,2,2,120298,120822,109887,4007,0,8272,0
401,240000,1,1,2,29,0,0,0,156362,132280,99174,5233,3289,2072,0
402,60000,2,3,3,42,0,0,0,41322,29091,28097,1488,1394,962,0
403,150000,1,1,2,41,-1,-1,-1,1464,2084,384,2091,384,0,1
404,30000,1,2,1,48,0,0,0,27879,28870,27806,1774,1710,1046,0
405,160000,2,1,2,29,2,2,2,160432,163916,159676,7500,0,11558,1
406,200000,1,1,1,52,-2,-2,-2,3858,2690,3410,2690,3487,0,0
407,120000,2,2,1,25,0,0,0,26476,21393,0,6000,0,0,0
408,500000,1,1,1,37,1,2,0,507062,491956,430637,325,15296,12137,0
409,320000,2,1,2,27,0,0,0,55607,62893,59001,11404,8232,10450,0
410,280000,1,1,2,31,0,0,0,168382,175646,180650,10000,8000,6371,0
411,60000,2,1,2,23,1,2,2,29332,28577,30805,0,2709,1600,1
412,200000,2,1,1,38,-1,-1,-2,190,0,0,0,0,367,0
413,230000,2,1,1,32,1,-2,-1,0,0,2809,0,2809,4606,0
414,230000,2,2,2,27,1,2,0,13668,12647,13135,0,1064,423,1
415,480000,2,3,1,41,-2,-2,-2,14867,26665,199960,26734,199982,9033,0
416,50000,2,3,1,35,-1,-1,-1,22500,5000,0,5000,0,0,0
417,200000,2,1,2,31,-2,-2,-2,7184,14845,1097,17507,1102,0,0
418,50000,2,1,2,30,0,0,0,14811,16262,17286,2000,1600,1200,0
419,50000,1,2,1,48,0,0,0,44338,43048,35639,3629,3332,2000,0
420,260000,2,1,2,36,1,-2,-2,0,0,0,0,0,0,1
421,30000,1,1,2,24,2,0,0,25265,26354,27710,1500,1800,1007,0
422,440000,2,1,2,29,0,0,0,169661,167199,158520,8071,9021,7013,0
423,230000,2,2,2,38,-1,-1,-1,10237,2795,1350,2795,1350,371,0
424,200000,1,2,1,38,2,2,2,104978,105924,102663,4500,0,3500,1
425,490000,2,2,1,30,0,0,0,192586,197967,201666,10000,7143,7306,0
426,80000,2,2,1,32,-1,-1,-2,11262,0,0,0,0,0,0
427,20000,2,3,2,49,2,2,2,9551,12081,13087,3000,1500,0,1
428,170000,2,1,2,31,-1,-1,-1,199,199,199,199,199,398,1
429,70000,1,1,2,27,0,0,0,70119,68536,66601,3600,1646,600,0
430,210000,2,2,2,33,0,0,0,212601,177946,119362,6000,4500,5000,0
431,90000,2,2,2,25,0,0,0,91894,71732,73241,3200,3300,3000,0
432,390000,2,1,2,27,0,0,0,304867,299998,300426,13007,10612,10041,1
433,110000,2,1,2,29,0,0,0,48123,49537,50422,2500,2500,2000,0
434,580000,2,1,1,36,0,0,0,159760,162189,166127,6422,6565,5951,0
435,360000,1,3,1,55,0,0,-1,9210,8485,17231,6015,17454,1775,0
436,270000,2,2,1,32,1,2,2,234752,233036,229286,10000,8000,0,1
437,60000,2,1,2,27,-1,-1,-2,14072,0,0,0,0,300,0
438,110000,1,3,1,37,0,0,0,61807,62499,62162,2300,2200,2300,0
439,50000,2,1,1,25,0,0,0,51044,50231,46677,2500,3008,1000,0
440,80000,2,1,2,23,0,0,0,77024,73281,57806,3212,1600,956,1
441,50000,1,2,2,23,-1,-1,-1,350,350,400,350,400,1695,0
442,100000,1,1,2,32,0,0,0,83831,85586,87289,4000,4037,6500,0
443,30000,2,1,2,26,1,-2,-1,0,0,945,0,945,0,0
444,200000,2,1,2,27,0,0,0,122923,124653,126355,5704,5930,4000,0
445,240000,1,1,2,44,0,0,0,246135,231443,234557,12026,9010,7400,1
446,220000,1,2,2,34,0,0,0,37304,33304,29254,1600,1500,1100,0
447,160000,2,1,2,28,0,0,0,146433,107604,89902,4500,4400,3000,0
448,180000,2,1,1,53,-1,-1,-1,46122,1260,29366,1260,29366,54,0
449,200000,1,4,1,42,0,0,0,38564,38246,32253,5000,1485,1956,0
450,140000,2,3,1,30,0,0,0,96304,98007,82227,4505,12906,0,0
451,380000,1,1,1,51,1,-2,-2,0,0,0,0,0,0,1
452,600000,1,1,1,53,2,2,0,467150,458862,469703,0,18000,16000,1
453,260000,1,2,2,37,0,0,0,255691,262736,36638,14000,5022,130000,0
454,200000,2,1,2,26,0,0,-2,156786,179,1443,179,1443,1443,0
455,80000,1,2,2,42,0,0,0,78129,28202,78553,2500,51432,1800,0
456,40000,1,2,2,39,0,0,0,40034,36549,17431,2027,1207,301,0
457,130000,1,3,2,39,1,2,2,71034,69329,74175,0,6000,0,0
458,50000,1,1,2,32,-1,0,0,23974,24131,25326,1800,1900,1300,0
459,230000,2,2,1,41,-1,-1,-1,819,18163,5473,18163,5654,12887,0
460,70000,1,2,1,48,0,0,0,50927,39883,32017,2100,1217,500,1
461,180000,2,2,1,38,0,0,0,152510,151651,159019,5657,10372,5000,0
462,80000,2,2,1,36,-1,-1,-1,1689,8638,5702,8638,5723,2980,0
463,290000,2,2,2,26,0,0,0,20807,99860,100000,80000,3000,3015,0
464,230000,2,1,2,28,0,0,0,30141,131255,110503,120093,8034,3013,0
465,170000,2,3,3,56,1,-2,-1,0,0,1991,0,1991,0,0
466,230000,1,1,1,59,-1,0,0,208459,206331,203813,7536,7277,7100,1
467,220000,1,1,2,38,0,0,0,212795,211043,212759,8909,7500,9000,1
468,230000,1,2,2,32,0,0,0,28114,28006,25000,1610,1224,655,0
469,500000,1,2,1,38,0,0,0,59372,49677,49515,10026,7241,50091,0
470,90000,2,1,1,41,-1,-1,-1,6160,3274,6190,3276,6246,307,0
471,390000,2,3,2,35,0,0,0,355215,363325,373181,13802,16525,8893,1
472,400000,2,2,2,41,0,0,0,366193,372700,375948,14020,13595,6243,0
473,180000,1,2,1,34,-1,-1,-1,2927,2790,1140,2790,1140,2144,0
474,60000,1,3,1,38,1,2,2,29295,30321,31018,1800,1500,2000,0
475,120000,2,2,1,32,-1,-1,-1,4158,2682,0,2682,0,6440,0
476,60000,2,2,2,29,0,0,0,27199,28358,28937,1900,1400,1000,0
477,50000,1,1,2,44,0,0,0,50893,28527,29241,1800,1500,1200,0
478,70000,2,2,1,37,0,0,0,66759,68200,72972,2518,5950,0,0
479,500000,2,1,1,38,-1,2,-1,600,300,501,0,501,300,0
480,200000,1,1,2,31,-2,-2,-2,0,0,0,0,0,0,0
481,250000,2,2,1,40,0,0,0,44930,137101,90801,120041,4435,0,0
482,140000,1,2,2,26,0,0,2,131367,146193,140202,17000,0,11400,1
483,70000,2,2,2,28,0,0,0,41264,41799,37887,2112,1200,758,0
484,90000,1,3,1,48,1,2,2,77604,73317,71334,1700,4000,1600,0
485,100000,2,2,1,43,-1,-1,-1,2491,1709,574,1709,574,556,0
486,190000,1,2,1,31,0,0,0,177554,180633,172914,7600,6303,4137,0
487,230000,2,1,1,42,-1,-1,-1,6865,15111,13165,15111,13165,0,0
488,320000,1,2,1,39,0,0,0,93768,91523,91579,3317,3506,4218,0
489,220000,2,2,1,36,-1,-1,-1,396,1648,792,1648,792,0,1
490,260000,2,1,1,34,-1,-1,-1,16426,6088,4663,6277,4663,4140,0
491,90000,2,2,2,32,-2,-2,-2,573,0,0,157,0,0,0
492,30000,2,2,1,43,2,2,2,28703,26622,24022,1300,2,1608,0
493,260000,1,2,2,30,0,0,0,98560,100980,222102,4000,11900,207,0
494,170000,2,2,2,28,0,0,-1,28304,17616,308,4000,308,0,0
495,80000,2,1,1,28,0,0,0,8574,9434,10038,1203,1047,248,1
496,50000,1,1,1,41,-1,-1,-1,508,672,226,1000,390,1000,0
497,200000,2,3,2,47,0,0,0,203183,202961,194449,7521,7000,7000,0
498,20000,1,2,2,23,0,0,2,16440,20417,18333,7403,0,820,0
499,250000,2,1,1,49,-1,-1,-2,66,0,0,0,0,120,0
500,20000,1,1,1,38,0,0,0,15912,17272,20565,1623,3916,750,0
501,30000,2,2,1,38,0,0,0,20344,21705,22537,2000,1500,2000,0
502,90000,2,2,1,35,1,2,2,23132,22474,28067,0,6000,0,0
503,230000,2,6,2,46,0,0,0,221590,227397,230302,10000,9000,8000,0
504,130000,2,1,1,33,0,0,0,19161,20544,22704,2000,3000,0,1
505,30000,1,6,1,53,-2,-2,-2,0,0,0,0,0,0,0
506,160000,1,1,2,35,-1,-1,-1,396,396,396,396,396,0,0
507,500000,2,2,2,43,-1,-1,-1,3959,0,285138,0,285138,4989,0
508,180000,2,2,2,28,0,0,0,42238,38741,36696,2500,2000,1128,0
509,80000,2,2,1,30,0,0,0,21507,13207,13997,1700,1400,200,0
510,120000,1,1,2,26,-1,-1,-2,884,0,0,0,0,10446,0
511,130000,1,2,1,31,-1,-1,-1,1261,1261,1261,1261,1261,1411,0
512,120000,2,2,2,35,-1,-1,-1,240,240,240,240,240,240,1
513,360000,1,1,2,28,-1,-1,-1,20223,52962,3978,53228,3997,1750,0
514,50000,1,2,2,23,2,2,2,29509,30741,31438,2000,1500,1300,1
515,20000,2,2,2,23,0,0,2,18355,20259,19534,2900,10,577,0
516,100000,1,3,1,56,0,0,-1,94265,53376,85787,2385,88678,2169,0
517,70000,1,3,1,32,0,0,0,68739,67629,69188,3060,3300,2610,0
518,50000,1,2,1,47,0,0,0,13917,16695,21320,3000,5000,2000,0
519,10000,2,2,2,22,1,2,0,10250,8558,10525,0,2126,390,0
520,290000,2,1,1,34,0,0,0,93844,97708,103066,6000,7000,5000,0
521,30000,2,1,1,31,0,0,0,16496,17522,18531,1597,1606,819,0
522,410000,2,2,2,27,1,-1,0,-58,32991,36465,33049,16000,8700,0
523,360000,1,1,2,28,-1,-1,-1,1210,820,64644,390,75720,62520,1
524,140000,2,2,1,42,0,0,0,111496,112133,69529,6022,3021,5012,1
525,210000,2,1,2,32,0,0,0,67374,69489,70937,3200,3200,2600,0
526,220000,2,2,2,27,-1,-1,-1,1692,13250,433,13250,433,1831,0
527,20000,1,2,2,27,1,2,0,18649,18066,19040,0,1594,1000,0
528,620000,2,2,1,45,2,2,0,160837,156839,160440,0,6200,6000,1
529,360000,1,1,2,26,1,-2,-2,-8,-8,-8,0,0,0,0
530,20000,2,2,2,21,-1,-1,2,18763,14410,13771,14410,0,28,0
531,50000,1,2,2,23,0,0,0,34549,18552,19334,2836,1200,13000,0
532,50000,1,2,3,30,0,0,0,97538,49187,17518,2454,1588,780,0
533,10000,1,2,2,46,0,0,2,4073,6394,6143,2400,0,871,1
534,100000,2,3,1,50,2,0,0,53849,55030,61574,2050,7500,2500,1
535,50000,1,1,2,26,-2,-2,-2,2411,3059,2333,3068,2440,1807,0
536,60000,1,2,2,25,-1,-1,0,480,1675,3630,1675,2500,578,0
537,440000,2,1,2,35,0,0,0,330759,337794,274075,13100,11000,10000,0
538,120000,1,2,1,44,0,0,0,92007,87939,82094,5417,2847,2066,0
539,50000,2,1,2,52,0,0,0,3257,4166,0,1000,0,0,0
540,110000,2,2,1,40,1,2,2,92638,90905,95768,600,7300,3700,0
541,200000,2,1,2,38,-1,-1,-2,399,0,0,0,0,0,0
542,150000,2,1,2,28,1,-2,-2,0,0,0,0,0,0,0
543,30000,2,2,1,36,2,3,2,28778,28039,28286,0,1000,0,1
544,100000,2,1,2,24,0,0,0,30092,30486,30178,1553,5000,87,0
545,360000,2,1,1,34,-1,0,0,12339,10138,23912,10000,13912,9785,0
546,390000,2,1,2,31,0,0,0,50620,43220,44237,5000,3000,3000,0
547,220000,2,1,1,41,1,-2,-2,-65,-65,-65,0,0,0,1
548,160000,2,2,2,25,-2,-2,-2,0,0,0,0,0,0,0
549,230000,2,1,2,28,-1,-1,0,2403,7357,9752,7357,2566,3000,0
550,120000,1,1,2,27,0,0,0,52437,50473,45087,5024,5000,5000,0
551,100000,1,3,1,52,0,0,2,4657,6068,6418,1500,1000,1000,1
552,190000,2,1,2,41,-1,-1,-1,28204,0,16500,0,16500,0,1
553,50000,1,1,1,56,0,0,0,50715,51073,28185,2500,1500,1100,1
554,240000,2,1,1,42,1,-1,-1,0,6370,0,6370,0,0,0
555,40000,2,2,2,24,-2,-2,-2,35285,36714,37356,2000,1600,1401,0
556,630000,2,2,1,47,0,0,0,37850,68187,1207,38187,1207,2632,0
557,160000,2,1,1,33,-2,-2,-2,5233,5393,1824,5401,1829,350,0
558,110000,2,2,2,32,0,0,2,65299,74565,78516,11000,5800,3200,0
559,20000,1,2,2,29,0,0,0,17208,18419,0,2055,0,0,0
560,210000,2,3,1,53,0,0,0,57192,58472,59658,2800,2753,2400,0
561,270000,1,1,2,34,-1,-1,0,5780,12006,15736,12006,5736,6621,0
562,360000,2,2,2,52,-2,-2,-2,640,2113,-6,2231,0,1005,0
563,60000,2,2,1,42,-1,-1,-1,631,2790,1758,2790,1758,416,0
564,360000,1,2,2,38,-1,0,0,108351,111201,63146,8005,8004,5000,0
565,390000,2,1,2,45,2,2,2,834,155,-1690,1,1693,6940,0
566,250000,2,3,2,35,-2,-2,-2,7244,8472,1738,8514,1751,6739,0
567,90000,2,1,2,24,0,0,0,13141,14526,15482,1600,1500,3000,1
568,360000,1,1,2,28,-1,-1,-1,7071,401,3545,1510,3575,10573,0
569,50000,1,3,2,26,0,0,0,35429,30626,30241,1537,1947,800,0
570,270000,2,1,1,40,0,0,0,18751,5706,0,1000,0,0,0
571,200000,2,1,2,29,1,-1,-1,55788,8360,4897,8394,4927,5089,0
572,50000,2,2,2,23,0,0,0,49809,50364,38429,2040,2766,1690,0
573,350000,1,1,2,33,-1,-1,-1,10900,10478,-22,10530,0,0,0
574,160000,2,2,2,60,-2,-1,-1,3128,5156,1089,5156,1089,0,1
575,80000,2,3,1,49,-1,-1,-1,3367,4641,2290,4641,2290,1459,0
576,290000,1,1,1,53,2,0,0,279610,282024,282508,13000,10200,10265,1
577,270000,2,1,2,28,-1,-1,-1,475,475,5691,475,5691,34000,0
578,80000,1,1,2,31,-1,-1,-1,5994,32223,8308,13647,8314,4082,0
579,50000,1,2,2,36,0,0,0,5197,6015,6615,1300,1100,1000,0
580,30000,1,2,1,35,-2,-1,-1,7797,2687,8762,2687,8765,3390,0
581,30000,1,2,2,28,1,-1,-1,0,780,0,780,0,0,1
582,90000,1,2,2,33,-1,0,0,35785,29155,27485,15155,5485,5263,0
583,160000,1,1,2,26,-1,-1,-1,1433,3746,30258,3757,30348,1044,0
584,80000,2,3,2,53,0,0,0,77766,77954,78512,4000,2374,2007,0
585,50000,1,2,2,42,0,0,0,50300,50898,49111,2200,1600,1700,0
586,20000,2,1,2,25,0,0,0,14603,15661,16394,1600,1300,600,0
587,220000,1,1,1,43,1,-2,-2,0,0,0,0,0,0,1
588,210000,1,3,2,25,-1,-1,2,8817,23634,21776,23776,0,9631,1
589,130000,2,2,2,29,0,0,0,131575,130931,132969,6700,6000,1291,0
590,260000,2,2,1,31,-1,-1,0,5841,23194,62361,23194,50000,11500,0
591,230000,2,1,1,30,0,0,0,30341,25981,24092,5000,5000,65840,0
592,160000,1,1,2,34,0,0,0,83255,83912,85161,4000,3924,3200,0
593,50000,1,1,1,35,0,0,0,34976,6018,13930,1127,1074,215,0
594,80000,1,2,1,32,0,0,0,48747,45955,44989,2145,1844,2009,0
595,110000,1,3,2,46,0,0,0,56700,57875,59044,2681,2724,2287,0
596,200000,1,1,1,43,0,0,0,144678,140804,136437,5090,5014,5009,0
597,360000,1,2,2,29,0,0,0,268112,263368,259969,9429,8738,7017,0
598,210000,2,3,2,31,1,-2,-2,0,0,0,0,0,0,0
599,80000,2,2,2,24,2,0,0,79243,75254,58683,3249,3000,5000,0
600,300000,2,2,1,36,-1,-1,2,-475,5191,4606,10000,0,0,1
601,310000,2,2,1,43,0,0,0,23396,24182,25135,1426,1379,867,0
602,30000,1,3,1,59,-1,-1,-1,390,390,390,390,390,390,1
603,170000,1,1,1,53,0,0,0,17862,17927,18800,1323,1196,544,0
604,140000,2,2,2,28,2,2,2,26450,28823,28171,3007,0,924,0
605,180000,2,2,2,31,1,-2,-2,0,0,0,0,0,0,0
606,50000,1,1,2,34,1,2,2,22746,22099,24121,0,2700,0,0
607,50000,2,2,1,36,0,0,0,9214,10359,7350,1351,1500,150,0
608,110000,2,1,2,24,0,0,0,40882,35428,39680,2000,5000,5000,0
609,450000,2,3,1,36,-2,-2,-2,3996,9120,8528,9120,8528,0,0
610,200000,2,2,1,34,-1,-1,-1,390,390,390,390,390,561,0
611,220000,1,1,2,43,0,0,-1,44177,25736,19292,1006,32906,18900,0
612,360000,2,1,2,29,0,0,-2,3280,0,0,0,0,0,1
613,50000,1,2,1,37,0,0,0,48226,48727,46228,2000,1684,1601,0
614,40000,1,2,2,23,2,2,0,36650,29541,26190,0,1435,955,0
615,190000,2,2,1,37,1,2,2,115049,117856,119570,6000,5000,0,0
616,150000,1,1,2,33,0,0,0,21724,23168,23320,2100,1200,965,0
617,200000,2,1,1,37,1,-2,-2,0,0,0,0,0,0,0
618,270000,2,2,1,56,0,0,0,137807,123769,104377,5000,5000,3953,0
619,60000,1,1,2,25,0,0,0,58839,53235,38533,2018,1900,2000,0
620,200000,2,2,1,39,0,0,0,80833,79100,70764,3315,3088,2572,0
621,150000,2,2,1,39,0,0,0,36146,36184,37511,3000,3000,3000,0
622,180000,2,2,2,28,-1,-1,-1,340,-120,420,0,1000,500,0
623,90000,2,1,2,27,0,0,-2,7624,0,0,0,0,0,0
624,360000,2,2,1,37,1,-2,-2,0,0,0,0,0,0,0
625,90000,2,1,2,24,-1,-1,-2,491,0,0,0,0,0,0
626,20000,2,2,2,24,0,0,0,13168,13888,14900,1237,1249,1265,0
627,70000,1,1,1,46,0,0,0,60040,55274,51766,2600,1800,2000,0
628,230000,1,1,1,39,-1,-1,-1,660,660,660,660,660,660,0
629,30000,1,3,1,48,0,0,0,29434,28960,29022,1465,2000,1033,0
630,200000,2,3,3,45,-1,-1,-1,4430,7182,3855,7193,3855,3411,0
631,100000,1,3,2,49,-1,-1,-2,1440,0,0,0,0,0,0
632,50000,2,2,2,23,0,0,0,26795,28056,29284,2000,2000,2000,0
633,20000,2,3,1,25,0,0,0,16591,16442,6401,1155,1000,0,0
634,210000,2,2,1,47,-2,-2,-2,0,0,0,0,0,0,0
635,110000,1,3,1,56,0,0,0,46486,35758,34323,4086,1428,1318,0
636,20000,2,3,1,44,-1,-1,-1,550,228,0,228,0,228,0
637,50000,2,3,1,49,0,0,0,5630,6629,5918,1107,1000,1000,0
638,50000,1,2,1,41,0,0,0,21986,21520,20979,1362,1294,682,0
639,400000,2,1,2,40,-1,-1,-1,60125,1981,4521,1981,4521,20500,0
640,170000,1,2,2,31,0,0,0,56364,58132,59171,3000,3000,2000,0
641,280000,1,2,1,42,0,0,0,148363,148432,151310,6900,6867,5500,0
642,130000,2,3,1,28,0,0,0,100143,50456,50000,2500,1000,0,0
643,210000,2,2,2,32,0,0,0,46255,50486,54019,5000,5000,5000,0
644,370000,1,2,2,28,0,0,0,276436,239025,149128,20000,13000,5000,0
645,30000,2,2,1,31,0,0,2,29493,19433,18782,3200,0,742,0
646,150000,1,3,2,39,1,-1,-1,214450,147280,150000,5180,5000,0,0
647,60000,1,3,1,31,2,0,0,35369,35320,0,1027,0,0,1
648,80000,2,2,2,24,0,0,0,77615,77303,66396,3100,2586,2000,0
649,280000,2,2,1,44,2,2,2,186149,181779,192189,0,15000,8000,1
650,20000,2,2,2,46,8,7,6,21075,20795,20206,0,0,0,0
651,270000,1,1,2,32,-2,-2,-2,0,0,1100,0,1100,300,0
652,240000,2,2,2,26,0,0,-1,14348,7500,7816,1000,7816,7500,0
653,20000,2,1,2,22,0,0,0,20137,20179,18067,1300,1301,900,0
654,450000,2,1,1,42,1,-2,-2,-200,-200,0,0,200,42000,1
655,10000,1,2,2,33,0,0,0,8177,9131,9669,2500,1145,1000,0
656,280000,1,2,1,39,-2,-2,-2,2082,3557,5623,3597,5672,5427,1
657,290000,2,3,2,27,0,0,0,13820,15614,16293,2000,1300,0,0
658,190000,2,1,2,28,0,0,0,46923,48666,49347,2500,2000,3000,1
659,80000,2,1,2,23,0,0,0,53261,38091,19744,4500,2011,3105,0
660,280000,2,2,2,28,-1,2,-1,427,298,1179,0,1179,1714,0
661,160000,2,1,1,33,-2,-2,-2,14150,8106,12431,8106,12431,12145,0
662,90000,1,2,1,40,0,0,0,42856,44925,0,3114,0,787,1
663,140000,2,1,2,37,-1,-1,-1,1034,40000,0,40000,0,0,0
664,50000,1,1,2,22,0,0,0,5137,5960,6270,1300,1000,120,0
665,40000,2,2,1,32,0,0,0,24114,25417,28777,2000,4110,1100,0
666,130000,2,3,1,43,0,0,0,130067,129385,96775,5540,4403,3814,0
667,70000,2,3,1,27,0,0,0,61611,62711,63695,3011,3095,2000,0
668,30000,2,2,1,35,0,0,0,25078,25538,25880,1500,1387,893,0
669,100000,2,3,1,35,1,2,2,97002,102698,97997,8200,0,8000,0
670,20000,2,1,1,30,2,2,2,5766,7511,7678,2000,500,0,1
671,30000,2,2,2,34,2,-1,2,99568,32326,31840,33000,33000,5810,0
672,20000,1,2,1,34,0,0,0,12857,14183,14890,1541,1248,1000,1
673,100000,2,1,2,28,2,0,0,96193,82342,81967,3600,3800,3000,1
674,30000,1,2,2,25,2,2,7,2400,2400,2400,0,0,0,1
675,320000,2,1,1,41,0,0,0,97797,99672,101953,4520,5050,3590,0
676,90000,1,3,2,42,2,2,2,64762,63164,32789,0,2900,0,1
677,190000,1,2,2,40,2,2,2,145613,156765,159386,15000,6600,6500,1
678,200000,1,1,2,28,0,0,0,71989,122129,147936,52129,30000,6000,0
679,300000,2,2,2,31,-1,-1,-1,3345,1083,4339,1087,4355,7423,0
680,30000,2,1,2,56,-1,0,0,29033,17013,7024,1283,7024,7024,0
681,110000,2,2,3,45,0,0,0,26650,20787,20566,1532,2000,783,0
682,230000,2,1,2,29,-2,-2,-2,0,0,1024,0,1024,0,0
683,230000,2,1,1,35,0,0,0,4259,5432,6182,1250,1000,0,0
684,310000,2,2,2,28,0,0,0,106468,108955,112374,8000,6000,5000,0
685,320000,1,1,1,40,0,0,0,247276,241167,238196,10000,10000,10000,0
686,360000,1,1,1,47,-1,-1,-1,1548,-32,177639,0,177671,3508,0
687,20000,2,3,1,41,-1,-1,-1,780,0,732,0,732,300,1
688,170000,2,2,2,27,0,0,0,162671,166202,161973,7500,6000,10000,0
689,140000,1,1,1,40,0,0,0,123049,125616,129695,4310,5913,4426,0
690,80000,1,2,2,32,0,0,0,51372,51872,47593,1853,1700,1522,0
691,150000,1,2,2,35,0,0,0,60015,72227,51364,20000,30000,54340,0
692,170000,1,2,2,27,-1,2,2,1170,780,0,0,0,0,0
693,200000,2,2,1,29,2,0,0,159398,156955,132144,6163,4530,4500,1
694,70000,1,1,2,30,0,0,2,55664,59529,57571,5800,0,2250,0
695,320000,1,2,1,37,-2,-2,-2,43528,498,429,500,431,14328,0
696,150000,2,1,2,29,-2,-2,-2,0,0,0,0,0,0,0
697,50000,2,1,1,34,0,0,0,27966,28539,11597,1267,1553,7511,0
698,90000,2,2,2,34,-1,2,2,8792,7500,0,0,0,0,0
699,280000,1,1,1,41,-2,-2,-2,28026,41302,51500,41346,52110,35752,0
700,300000,2,1,2,31,0,0,0,43610,43280,36156,1655,1797,750,0
701,400000,2,2,2,40,-2,-2,-2,0,8235,0,8235,0,0,0
702,200000,2,1,1,27,-1,-1,-1,5780,105,105,105,105,0,0
703,10000,2,3,2,22,0,0,0,8109,9778,8259,2000,1036,0,1
704,50000,2,2,3,30,1,3,2,52515,51424,49967,0,0,2000,1
705,30000,2,2,3,22,1,2,4,22582,26518,25814,4600,0,0,0
706,50000,1,1,2,26,-1,0,0,15448,16392,18096,1500,2000,1500,1
707,50000,1,2,1,38,1,2,0,58102,59011,56272,2500,2500,2000,0
708,30000,2,3,1,46,1,2,2,12289,11806,13268,0,1970,0,0
709,20000,1,2,2,24,0,0,-1,10476,7279,688,1000,688,0,0
710,20000,1,2,2,49,0,0,0,16326,17497,18456,1441,1400,368,0
711,50000,1,1,3,49,0,0,0,17681,18249,18054,1611,2000,780,0
712,30000,2,2,1,42,0,0,0,47912,25023,25768,1755,1500,1000,0
713,360000,2,1,1,30,1,2,-1,18886,14249,3821,0,3828,2000,0
714,170000,1,2,1,42,1,-1,-1,0,1690,0,1690,0,0,0
